user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall
How do you apply an adhesive dressing?,"['## Method of Adhesive dressing\n- Wash hands and wear gloves if possible\n- In case of contaminated wounds, clean with  antiseptic solution\n- If antiseptic solution is unavailable, washthe  wound with soap andwater\n- Dry the sides of the wound with gauze piece\n- Remove the adhesive dressing from itsouter\n- wrapping and hold it with the gauze side  down\n- Peel back and expose the gauze\n- Place it in such a way that the pad comes directly over the wound.\n- Do not touch the  gauze pad\n- Pull away the protective strips withcare\n- Press the edges and ends well to fix it onto  the skin.', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply an adhesive dressing, follow these steps:

1. Wash hands and wear gloves if possible.
2. In case of contaminated wounds, clean with antiseptic solution. If unavailable, wash the wound with soap and water.
3. Dry the sides of the wound with a gauze piece.
4. Remove the adhesive dressing from its outer wrapping and hold it with the gauze side down.
5. Peel back and expose the gauze.
6. Place it in such a way that the pad comes directly over the wound. Do not touch the gauze pad.
7. Pull away the protective strips with care.
8. Press the edges and ends well to fix it onto the skin.",Wash hands and wear gloves. Clean contaminated wounds with antiseptic solution. Dry the sides of the wound. Remove the adhesive dressing from its wrapping and place the pad directly over the wound without touching the gauze pad. Press the edges to fix it onto the skin.,1.0,0.9999996341509212,0.9999999999,1.0
What is a bandage?,"['## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.', '## WHAT IS BURNS?\n- A burn is an injury to tissue or skin that can be caused by several sources\n- Heat\n- Sunlight\n- Chemicals\n- Electricity\n- Radiation\n- There are six degrees (types) of burns, with 1st thru 3rd being most common household or workplace related\n- First-degree: damages the outer layer of skin only (epidermis)\n- Second-degree: damages both the outer layer and the layer underneath (dermis)\n- Third-degree: damages the deepest layers of skin and underlying tissues, often destroying these tissues\n- Fourth-degree: extends into fat layer\n- Fifth-degree: extends into muscle layers\n- Sixth-degree: extends into bone\n- The severity of a burn depends on how large of an area it covers and how deep the damage goes', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]","A bandage is any material used to hold a dressing or compress in place, to prevent infection of a wound, to apply pressure to control bleeding, or to support broken bones when used as a sling. This includes gauze, triangular, elastic, and tubular bandages. The most popular bandage in first aid is the triangular bandage.","A bandage is any material used to hold a dressing in place, prevent infection, apply pressure to control bleeding, or support broken bones. Types include gauze, triangular, elastic, and tubular bandages. The most popular is the triangular bandage.",1.0,0.8597285837159825,0.9999999999,1.0
How is a hand bandage applied using a triangular bandage?,"['## HANDBANDAGE\n- Place the hand in the  middle of the triangular bandage with the wrist at  the base of the\n- Place the apex over the  fingers and tuck any excess  material into the pleats on  each side of the hand\n- Cross the ends on top of  the hand, take them around the wrist, and tie  them with a square knot.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart"", ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]","To apply a hand bandage using a triangular bandage, follow these steps:

1. Place the hand in the middle of the triangular bandage with the wrist at the base.
2. Place the apex over the fingers and tuck any excess material into the pleats on each side of the hand.
3. Cross the ends on top of the hand, take them around the wrist, and tie them with a square knot.","Place the hand in the middle of the triangular bandage with the wrist at the base. Place the apex over the fingers and tuck excess material into pleats. Cross the ends on top of the hand, take them around the wrist, and tie with a square knot.",1.0,0.9539573449635547,0.9999999999,1.0
How is an arm sling applied?,"['## UNDERARMSLING\n- Same procedure as arm  sling except that the lower  end of the base is tucked  under the injured arm.\n- Secure end of base and  apex with a square knot  the center indention at the  back.', ""## Compressions\n1. Put the person on his/her back on a firm surface.\n2. Kneel next to the person's neck and shoulders.\n3. Place the heel of one hand over the centre of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.\n4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.\n5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to next step, opening the airway and rescue breathing.  \nCPR method, compression (Source: Wikipedia)"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply an arm sling, follow these steps:

1. Place the folded base vertically over the injured arm, with the pointed end directly under the elbow.
2. Lower the ends of the base at the side of the neck and secure them using a square knot.
3. Make several twists with the apex and tie a knot, hiding the knot.",Place folded base vertically over one arm with pointed end directly under the elbow. Lower ends of base at the side of the neck using a square knot. Make several twists with apex and tie a knot. Hide the knot.,0.25,0.9356896371666787,0.0,0.0
How is an underarm sling applied?,"['## UNDERARMSLING\n- Same procedure as arm  sling except that the lower  end of the base is tucked  under the injured arm.\n- Secure end of base and  apex with a square knot  the center indention at the  back.', ""## Compressions\n1. Put the person on his/her back on a firm surface.\n2. Kneel next to the person's neck and shoulders.\n3. Place the heel of one hand over the centre of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.\n4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.\n5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to next step, opening the airway and rescue breathing.  \nCPR method, compression (Source: Wikipedia)"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply an underarm sling, follow these steps:

1. Use the same procedure as for an arm sling, but tuck the lower end of the base under the injured arm.
2. Secure the end of the base and the apex with a square knot at the center indentation at the back.",Same procedure as arm sling except the lower end of the base is tucked under the injured arm. Secure end of base and apex with a square knot at the center indentation at the back.,1.0,0.9483642744215303,0.9999999999,1.0
How is a cravat bandage for the forehead applied?,"['## CRAVAT BANDAGE FORFOREHEAD\n- Place the center of the  cravat over the compress covering the wound.\n- Carry the ends around to  the opposite side of the head, cross them. Bring  them back to the staring point and tie them.', ""## Airway\nIf you're trained in CPR and you've performed 30 chest compressions, open the person's airway. Put your palm on the person's forehead and gently tilt the head back. Then with the other hand, gently lift the chin forward to open the airway."", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the forehead, place the center of the cravat over the compress covering the wound. Carry the ends around to the opposite side of the head, cross them, and bring them back to the starting point to tie them.","Place the center of the cravat over the compress covering the wound. Carry the ends around to the opposite side of the head, cross them, bring them back to the starting point, and tie.",1.0,0.955866145305952,0.9999999999,1.0
How is a cravat bandage for the eye applied?,"['## CRAVAT BANDAGE FOR THE EYE\n- Lay center of the first cravat  over top of he with thefront  end falling over uninjured  eye.\n- Bring second cravat around  head, over eyes, and over  loose ends of first cravat.Tie  in front\n- Bring ends of first cravat back  over top of head, tying there  and pulling second cravat up  and away form uninjuredeye.  \nFigure 12.Cravat bandage of eye.', ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart"", ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]","To apply a cravat bandage for the eye, lay the center of the first cravat over the top of the head with the front end falling over the uninjured eye. Bring a second cravat around the head, over the eyes, and over the loose ends of the first cravat, tying it in front. Then, bring the ends of the first cravat back over the top of the head, tying there and pulling the second cravat up and away from the uninjured eye.","Lay center of the first cravat over top of the head with front end over uninjured eye. Bring second cravat around head, over eyes, and over loose ends of first cravat. Tie in front. Bring ends of first cravat back over head and tie.",1.0,0.9461898802598251,0.9999999999,1.0
How is a cravat bandage for the knee applied?,"['## CRAVAT FOR THE KNEE\n- Start on top of the knees.\n- Cross over and twist 2-3  times under the knee.\n- Cross over on top/pull  ends to opposite sides.\n- Secure with a square knot  under the knee', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the knee, start on top of the knees. Cross over and twist 2-3 times under the knee. Cross over on top and pull ends to opposite sides. Secure with a square knot under the knee.","Start on top of the knees. Cross over and twist 2-3 times under the knee. Cross over on top, pull ends to opposite sides. Secure with a square knot under the knee.",1.0,0.949201436483619,0.9999999999,1.0
How is a cravat bandage for the elbow applied?,"['## CRAVAT FORELBOW\n- Bend arm at elbow and  place center of cravat at  point of elbow\n- Bring ends up and across each other in overlapping spiral turns. Continue one end up armandtheother end down forearm.\n- Bring ends to front of elbow and tie .', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the elbow, bend the arm at the elbow and place the center of the cravat at the point of the elbow. Bring the ends up and across each other in overlapping spiral turns, continuing one end up the arm and the other end down the forearm. Finally, bring the ends to the front of the elbow and tie them.",Bend arm at elbow and place center of cravat at the point of the elbow. Bring ends up and across each other in overlapping spiral turns. Continue one end up the arm and the other down the forearm. Bring ends to front of elbow and tie.,1.0,0.9488944617364424,0.9999999999,1.0
How is a cravat bandage for the cheek or ear applied?,"['## CRAVAT BANDAGE FOR THE CHEEK OR EARS\n- Use the wide cravat. Start with the  middle of the cravat over the  compress covering the cheek or  the ear.\n- Carry one end over the top of the  head and the other under the  chin.\n- Cross the ends at the opposite  side.\n- Bring the short end back around  the forehead and the long end  around the back of the head.\n- Tie them down over the compress', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the cheek or ear, follow these steps:

1. Use the wide cravat and start with the middle of the cravat over the compress covering the cheek or the ear.
2. Carry one end over the top of the head and the other under the chin.
3. Cross the ends at the opposite side.
4. Bring the short end back around the forehead and the long end around the back of the head.
5. Tie them down over the compress.",Use a wide cravat. Start with the middle over the compress. Carry one end over the top of the head and the other under the chin. Cross ends at the opposite side. Bring short end back around forehead and long end around back of head. Tie down over the compress.,1.0,0.9537460247092828,0.9999999999,1.0
How is a cravat bandage for the neck applied?,"['## CRAVAT BANDAGE FOR THENECK\n- Place the center of the cravat over the  compress covering the wound.\n- Carry the ends around to the neck, cross  them. Bring them back to the starting point  and tie them loosely.', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", ""## WHAT ARE MY TREATMENT OPTIONS?\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes\n- Wet chemicals should be flushed off affected areas with cool running water for 20 minutes or longer or until emergency help arrives\n- If you or someone else has swallowed a chemical substance or an object that could be harmful (e.g., watch battery) call poison control first (1-800-222-1222) and then 911\n- It is helpful to know what chemical product has been swallowed\n- Take it with you to the hospital if unsure\n- Minor electrical burns can be treated with cool (not cold or ice) compresses\n- After cleansing, a mild antibiotic ointment and bandage may be applied\n- A tetanus shot is also recommended, especially if the person has not had one in more than 10 years\n- For more serious electrical burns\n- Check for breathing\n- If the person is not breathing, start rescue breathing if you know how\n- Raise burned arms and legs higher than the person's heart""]","To apply a cravat bandage for the neck, place the center of the cravat over the compress covering the wound. Carry the ends around to the neck, cross them, bring them back to the starting point, and tie them loosely.","Place the center of the cravat over the compress covering the wound. Carry the ends around to the neck, cross them, bring back to the starting point, and tie loosely.",1.0,0.9548310122094962,0.9999999999,1.0
How is a shoulder/armpit cravat applied?,"['## SHOULDER ARMPITCRAVAT\n- Start at the armpit.\n- Cross-over at injured  shoulder\n- Tie at the opposite armpit  (side of front)', ""## Compressions\n1. Put the person on his/her back on a firm surface.\n2. Kneel next to the person's neck and shoulders.\n3. Place the heel of one hand over the centre of the person's chest, between the nipples. Place your other hand on top of the first hand. Keep your elbows straight and position your shoulders directly above your hands.\n4. Use your upper body weight as you push straight down on the chest at least 2 inches (approximately 5 cm). Push hard at a rate of 100 compressions a minute.\n5. If you haven't been trained in CPR, continue chest compressions until there are signs of movement or until emergency medical help arrives. If you have been trained in CPR, go on to next step, opening the airway and rescue breathing.  \nCPR method, compression (Source: Wikipedia)""]",Start at the armpit. Cross over at the injured shoulder and tie at the opposite armpit (side of front).,Start at the armpit. Cross over at the injured shoulder. Tie at the opposite armpit (side of front).,1.0,0.4986295600553111,0.9999999999,1.0
What is a head top bandage used for?,"['## BANDAGE\nThe bandage is any material  that is used to hold a dressing or  compress in place, to prevemt infection of a wound, to  apply pressure to control bleeding or to support broken  bones when used as a sling. These includes gauze,  triangular, Elastic, and tubular bandage. The most papular bandage  in first aid is the triangular bandage. A triangular bandage  may be used as open or folded. Once folded it is called  cravat.', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :"", '## WHAT CAN I EXPECT?\n- The deeper the burn the longer it will take to heal\n- For more severe burns you may need to be hospitalized']",Information not available in the provided documents.,"A head top bandage is used for head injuries. Fold the base at least 2-3 inches, place folded base aligned with eyebrows, pull back and cross over at the back, secure with a square knot, pull down apex and tuck neatly.",1.0,0.0,0.0,0.0
What should you do if a bandage is too tight?,"['## GUIDELINES IN USING DRESSING ANDBANDAGES\nUse a dressing that is large enough to extend atleast 1 inch beyond the  edges of the wound. If body tissue or organs are exposed, cover the wound with a dressing  that will not stick, such as plastic wrap or moistened gauze. then secure  the dressing with a bandage or adhesive tapes. If the bandage is over a joint, splint and make a bulky dressing so the  joint remains immobilized. if there is no movement of a wound over joint,  there should be improved healing and reduced scarring. A bandage should fit snugly but should not cut off circulation or cause the  victim discomfort. If the area beyond the wound changes in color, begins  to tingle or feel cold, or if the wound starts to swell, the bandages is too  tight and should be loosened.', '## WHAT ARE MY TREATMENT OPTIONS?\n- Minor burns can usually be treated at home with self-care\n- Remove person or body part from source of heat/ burn agent\n- Run cool water over the area or hold a cold compress on the area until the pain is relieved\n- Do not use butter, vaseline, ice, or other home remedies\n- Remove any tight clothing or jewelry from the area burned\n- You can apply antibiotic cream\n- Cover with a sterile gauze or non-adhesive bandage\n- Try to keep the burned area elevated to help reduce swelling\n- Serious burns/ third-degree burns\n- Seek immediate medical attention\n- You may require hospitalization or transfer to a burn unit\n- Burned tissue may be removed and covered with skin graft\n- Chemical burns\n- Dry chemicals should be brushed off the skin by a person wearing gloves\n- Remove clothing and jewelry and rinse chemicals off the skin in a shower for 15 to 20 minutes\n- Be careful to protect your eyes', ""## 3.1 Introduction to first aid and CPR\n1. The primary objective of first aid is to minimize the pain and  save lives. First aid done correctly should help reduce the patient's pain and stabilise the patient.\n2. First aid also includes addressing  the external factors, such as moving a patient away from any cause of harm or site of accident, away from fire as smoke may cause further choking, and applying first aid techniques to prevent worsening of the condition.\n3. It would also include to accelerate the recovery from the illness or injury, and in some cases might involve completing a treatment, such as applying adhesive bandage to a small wound or supporting a broken arm or leg.  \nIt is important to note that first aid cannot be compared with the care what a trained medical professional provides. First aid involves making common sense decisions in the best interest of an injured person in an emergency situation.  \nFollowing (ABCD) points may be noted in the patient during such emergency :""]","If the area beyond the wound changes in color, begins to tingle or feel cold, or if the wound starts to swell, the bandage is too tight and should be loosened.","If the area beyond the wound changes color, begins to tingle or feel cold, or if the wound starts to swell, the bandage is too tight and should be loosened.",1.0,0.8341977559331075,0.9999999999,1.0
